id,country,mode,fulfill,incoterm,product,classification,vendor,molecule,year,quantity,item_value,unit_price,weight_kg,freight_cost,freight_per_kg,freight_pct_value,landed_cost,delivery_variance_days,on_time,weight_band,benchmark_freight_per_kg,price_index,anomaly_score,reason
399,Guyana,Air,Direct Drop,EXW,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",2008,213,2.13,0.0,14.0,360.0,25.7143,16901.4085,362.13,0,True,XS,30.3862,0.8462,0.1669,Freight > 25% of item value
410,Zimbabwe,Air,Direct Drop,EXW,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",2008,1634,117631.66,0.72,373.0,4112.46,11.0254,3.496,121932.33,0,True,S,12.3749,0.8909,0.1155,Peer deviation
411,Nigeria,Air,Direct Drop,EXW,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",2008,1425,38475.0,1.35,483.0,5468.88,11.3227,14.2141,44005.44,0,True,M,8.576,1.3203,0.2778,Peer deviation
414,Namibia,Air,Direct Drop,EXW,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",2008,142,10222.58,0.72,33.0,1715.17,51.9748,16.7782,11954.11,0,True,XS,30.3862,1.7105,0.5368,Peer deviation
420,Vietnam,Air,Direct Drop,EXW,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz,2008,8400,96432.0,0.38,654.0,4051.34,6.1947,4.2012,100637.63,0,True,M,8.576,0.7223,0.3253,Peer deviation
438,Vietnam,Air,Direct Drop,CIP,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,2008,400,2800.0,0.12,81.0,2211.05,27.2969,78.9661,5015.53,0,True,XS,30.3862,0.8983,0.1072,Freight > 25% of item value
464,Nigeria,Air,Direct Drop,EXW,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",2008,5498,439785.02,0.8,1251.0,16090.22,12.8619,3.6587,456578.9,0,True,L,7.9081,1.6264,0.4864,Peer deviation
530,Vietnam,Air,Direct Drop,EXW,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tenofovir Disoproxil Fumarate,2008,1344,18359.04,0.46,1537.0,13507.92,8.7885,73.5764,31896.33,0,True,L,7.9081,1.1113,0.1056,Freight > 25% of item value
535,Tanzania,Air,Direct Drop,CIP,ARV,Adult,BRISTOL-MYERS SQUIBB,Didanosine EC,2008,2597,61470.99,0.79,117.0,645.1,5.5137,1.0494,62214.44,0,True,S,12.3749,0.4456,0.8084,Peer deviation
543,Haiti,Air,Direct Drop,EXW,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",2008,28,9800.0,3.5,109.0,782.13,7.1755,7.9809,10597.81,0,True,S,12.3749,0.5798,0.545,Peer deviation
551,Haiti,Air,Direct Drop,EXW,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit",2008,84,11676.0,1.39,54.0,871.57,16.1402,7.4646,12570.45,0,True,XS,30.3862,0.5312,0.6327,Peer deviation
610,Vietnam,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,2008,38640,92736.0,0.04,2719.0,18614.72,6.8462,20.0728,111499.1,0,True,XL,5.2536,1.3031,0.2648,Peer deviation
630,Nigeria,Air,Direct Drop,EXW,ACT,ACT,IDA FOUNDATION,Artemether/Lumefantrine,2008,34,1547.68,0.08,115.0,1755.87,15.2684,113.4517,3306.03,-169,True,S,12.3749,1.2338,0.2101,Freight > 25% of item value
637,Vietnam,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Stavudine,2008,42000,60900.0,0.02,2600.0,10179.16,3.9151,16.7145,71176.6,0,True,XL,5.2536,0.7452,0.2941,Peer deviation
660,Vietnam,Air,Direct Drop,EXW,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz,2008,16800,171192.0,0.34,1224.0,4686.88,3.8292,2.7378,176214.42,0,True,L,7.9081,0.4842,0.7253,Peer deviation
668,Guyana,Air,Direct Drop,CIP,MRDT,Malaria,ZEPHYR BIOMEDICALS,Malaria Paramax-3 Kit,2008,98,3675.0,1.5,34.0,180.0,5.2941,4.898,3860.88,0,True,XS,30.3862,0.1742,1.7474,Peer deviation
670,Zambia,Air,Direct Drop,EXW,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",2008,4500,323955.0,0.72,1053.0,11062.05,10.5053,3.4147,335652.0,0,True,M,8.576,1.225,0.2029,Peer deviation
717,Côte d'Ivoire,Air,Direct Drop,EXW,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",2008,500,38000.0,1.9,562.0,11298.13,20.1034,29.7319,49358.93,0,True,M,8.576,2.3442,0.8519,Freight/kg > 2x peer lane
719,Côte d'Ivoire,Air,Direct Drop,EXW,ACT,ACT,IDA FOUNDATION,Artesunate+Amodiaquine,2009,25000,9750.0,0.03,1708.0,12830.91,7.5122,131.5991,22600.02,0,True,L,7.9081,0.9499,0.0514,Freight > 25% of item value
791,Namibia,Air,Direct Drop,EXW,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",2008,150,10798.5,0.72,46.0,2698.04,58.653,24.9853,13517.71,0,True,XS,30.3862,1.9302,0.6576,Peer deviation
796,Botswana,Air,Direct Drop,EXW,HRDT,HIV test - Ancillary,"Trinity Biotech, Plc","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",2008,15,450.0,15.0,1.0,578.01,578.01,128.4467,1028.89,0,True,XS,30.3862,19.0221,2.9456,Freight/kg > 2x peer lane
797,Zambia,Air,Direct Drop,EXW,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",2009,319,6380.0,0.8,100.0,1122.24,11.2224,17.59,7514.74,0,True,XS,30.3862,0.3693,0.9961,Peer deviation
2947,Vietnam,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Stavudine,2008,400,600.0,0.02,83.0,2426.05,29.2295,404.3417,3027.01,0,True,XS,30.3862,0.9619,0.0388,Freight > 25% of item value
858,Tanzania,Air,Direct Drop,CIP,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,2009,50000,2520000.0,1.68,4093.0,9339.0,2.2817,0.3706,2534278.2,0,True,XL,5.2536,0.4343,0.834,Peer deviation
914,Côte d'Ivoire,Air,Direct Drop,EXW,ANTM,Malaria,IDA FOUNDATION,Quinine (as dihydrochloride),2009,140,2731.4,0.2,5209.0,25405.22,4.8772,930.1172,28141.97,0,True,XXL,3.5132,1.3883,0.3281,Freight > 25% of item value
937,Mozambique,Air,Direct Drop,EXW,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",2009,5700,182400.0,1.6,1906.0,23914.8,12.5471,13.1112,206672.3,0,True,L,7.9081,1.5866,0.4616,Peer deviation
960,Vietnam,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,2009,5964,51350.04,0.14,3509.0,12835.2,3.6578,24.9955,64285.89,0,True,XL,5.2536,0.6963,0.362,Peer deviation
962,Vietnam,Air,Direct Drop,EXW,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,2009,10560,72864.0,0.12,924.0,4225.93,4.5735,5.7998,77232.74,0,True,M,8.576,0.5333,0.6287,Peer deviation
979,Vietnam,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,2009,2352,20250.72,0.14,211.0,892.5,4.2299,4.4073,21182.91,0,True,S,12.3749,0.3418,1.0735,Peer deviation
985,Tanzania,Air,Direct Drop,FCA,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,2009,524,21536.4,0.14,644.0,6668.61,10.355,30.9644,28247.22,0,True,M,8.576,1.2074,0.1885,Freight > 25% of item value
993,Rwanda,Air,Direct Drop,EXW,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",2009,8249,185602.5,0.75,2800.0,12595.81,4.4985,6.7864,198562.09,0,True,XL,5.2536,0.8563,0.1552,Peer deviation
1037,Nigeria,Air,Direct Drop,CIP,ARV,Adult,BRISTOL-MYERS SQUIBB,Didanosine EC,2009,200,4734.0,0.79,11.0,463.0,42.0909,9.7803,5206.28,0,True,XS,30.3862,1.3852,0.3258,Peer deviation
1046,Haiti,Air,Direct Drop,CIP,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,2009,80,760.0,0.16,43.0,260.0,6.0465,34.2105,1021.49,0,True,XS,30.3862,0.199,1.6145,Freight > 25% of item value
1048,Haiti,Air,Direct Drop,FCA,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,2009,46,472.88,0.17,10.0,893.22,89.322,188.8894,1367.03,0,True,XS,30.3862,2.9396,1.0783,Freight/kg > 2x peer lane
1095,Botswana,Air,Direct Drop,EXW,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",2009,20,7000.0,3.5,48.0,1172.11,24.419,16.7444,8185.83,0,True,XS,30.3862,0.8036,0.2186,Peer deviation
1109,Côte d'Ivoire,Air,Direct Drop,FCA,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,2009,10240,420864.0,0.34,2523.0,14806.48,5.8686,3.5181,436495.37,0,True,XL,5.2536,1.1171,0.1107,Peer deviation
1110,Côte d'Ivoire,Air,Direct Drop,FCA,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,2009,400,15344.0,0.11,175.0,7642.97,43.6741,49.8108,23017.04,0,True,S,12.3749,3.5292,1.2611,Freight/kg > 2x peer lane
1122,Haiti,Air,Direct Drop,EXW,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",2009,60,21000.0,3.5,144.0,3128.19,21.7235,14.8961,24169.35,0,True,S,12.3749,1.7555,0.5627,Peer deviation
1134,Kenya,Air,Direct Drop,EXW,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",2009,7500,600000.0,0.8,2215.0,16835.31,7.6006,2.8059,618011.31,0,True,L,7.9081,0.9611,0.0397,Peer deviation
1140,Nigeria,Air,Direct Drop,EXW,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",2009,6395,511600.0,0.8,1915.0,24514.33,12.8012,4.7917,537117.07,0,True,L,7.9081,1.6187,0.4816,Peer deviation
1156,Rwanda,Air,Direct Drop,CIP,ARV,Adult,HETERO LABS LIMITED,Efavirenz,2009,55356,386384.88,0.23,4482.0,37404.74,8.3455,9.6807,424546.93,0,True,XL,5.2536,1.5886,0.4628,Peer deviation
1162,Côte d'Ivoire,Air,Direct Drop,EXW,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",2009,1000,110000.0,2.75,1101.0,8074.03,7.3334,7.34,118289.63,0,True,L,7.9081,0.9273,0.0755,Peer deviation
1179,Vietnam,Air,Direct Drop,FCA,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,2009,8,613.76,0.23,48.0,3366.04,70.1258,548.4294,3981.0,0,True,XS,30.3862,2.3078,0.8363,Freight/kg > 2x peer lane
1183,Vietnam,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,2009,3500,39025.0,0.19,1804.0,6341.88,3.5155,16.2508,45443.37,0,True,L,7.9081,0.4445,0.8107,Peer deviation
1196,Botswana,Air,Direct Drop,EXW,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",2009,5,1750.0,3.5,12.0,684.42,57.035,39.1097,2437.85,28,False,XS,30.3862,1.877,0.6297,Freight > 25% of item value
1198,Namibia,Air,Direct Drop,EXW,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit",2009,67,5025.0,3.0,48.0,401.97,8.3744,7.9994,5436.82,0,True,XS,30.3862,0.2756,1.2888,Peer deviation
1213,Vietnam,Air,Direct Drop,CIP,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,2009,400,2800.0,0.12,148.0,14.36,0.097,0.5129,2819.85,0,True,S,12.3749,0.0078,4.6052,Peer deviation
1215,Namibia,Air,Direct Drop,EXW,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",2009,220,7040.0,1.6,79.0,1736.18,21.977,24.6616,8789.98,0,True,XS,30.3862,0.7233,0.324,Peer deviation
1245,Côte d'Ivoire,Air,Direct Drop,EXW,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",2006,147,11076.45,1.88,165.0,1816.57,11.0095,16.4003,12893.02,0,True,S,12.3749,0.8897,0.1169,Peer deviation
1246,Côte d'Ivoire,Air,Direct Drop,EXW,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",2006,6,2400.0,4.0,15.0,1039.5,69.3,43.3125,3439.5,0,True,XS,30.3862,2.2806,0.8245,Freight/kg > 2x peer lane
1251,Vietnam,Air,Direct Drop,CIP,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,2006,2800,19600.0,0.12,555.0,3292.15,5.9318,16.7967,22892.15,0,True,M,8.576,0.6917,0.3686,Peer deviation
1262,Haiti,Air,Direct Drop,EXW,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",2006,15,6000.0,4.0,36.0,1195.29,33.2025,19.9215,7195.29,0,True,XS,30.3862,1.0927,0.0886,Peer deviation
1281,Nigeria,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,2006,894,2994.9,0.06,479.0,4861.14,10.1485,162.3139,7856.04,0,True,M,8.576,1.1834,0.1684,Freight > 25% of item value
1282,Vietnam,Air,Direct Drop,EXW,ARV,Adult,CIPLA LIMITED,Lamivudine/Zidovudine,2007,25100,276100.0,0.18,2575.0,18772.94,7.2905,6.7993,294872.94,0,True,XL,5.2536,1.3877,0.3277,Peer deviation
1283,Vietnam,Air,Direct Drop,EXW,ARV,Adult,STRIDES ARCOLAB LIMITED,Stavudine,2007,95500,144205.0,0.03,9170.0,42453.21,4.6296,29.4395,186658.21,0,True,XXL,3.5132,1.3178,0.276,Freight > 25% of item value
1285,Guyana,Air,Direct Drop,EXW,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",2006,900,36000.0,2.0,316.0,4989.87,15.7907,13.8608,40989.87,0,True,S,12.3749,1.276,0.2438,Peer deviation
1298,Vietnam,Air,Direct Drop,EXW,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,2007,70000,525000.0,0.12,6813.0,31858.09,4.6761,6.0682,556858.09,0,True,XXL,3.5132,1.331,0.2859,Peer deviation
1306,Vietnam,Air,Direct Drop,EXW,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,2007,25000,187500.0,0.12,2348.0,21439.59,9.131,11.4344,209239.59,0,True,XL,5.2536,1.7381,0.5528,Peer deviation
1307,Nigeria,Air,Direct Drop,EXW,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",2007,375,28500.0,1.9,402.0,4445.75,11.0591,15.5991,32945.75,15,False,M,8.576,1.2895,0.2543,Delivery > 14 days late
1309,Ethiopia,Air,Direct Drop,EXW,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit",2007,4650,372000.0,0.8,1707.0,24859.45,14.5632,6.6826,396859.45,0,True,L,7.9081,1.8415,0.6106,Peer deviation
1347,Nigeria,Air,Direct Drop,EXW,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit",2007,3500,280000.0,0.8,1194.0,5858.57,4.9067,2.0923,286306.57,0,True,L,7.9081,0.6205,0.4773,Peer deviation
1356,Vietnam,Air,Direct Drop,EXW,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,2007,1000,1920.0,0.01,960.0,13762.41,14.3358,716.7922,15685.48,0,True,M,8.576,1.6716,0.5138,Freight > 25% of item value
1359,Vietnam,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,2007,3000,40500.0,0.22,332.0,4454.62,13.4175,10.9991,45019.42,0,True,S,12.3749,1.0843,0.0809,Peer deviation
1360,Vietnam,Air,Direct Drop,EXW,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,2007,22500,277425.0,0.41,1955.0,16095.39,8.2329,5.8017,293964.27,0,True,L,7.9081,1.0411,0.0402,Peer deviation
1361,Vietnam,Air,Direct Drop,FCA,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,2007,500,41095.0,0.68,117.0,1767.38,15.1058,4.3007,42928.13,0,True,S,12.3749,1.2207,0.1994,Peer deviation
1383,Tanzania,Air,Direct Drop,EXW,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",2007,10000,200000.0,0.8,3336.0,25165.3,7.5436,12.5826,225485.3,0,True,XL,5.2536,1.4359,0.3618,Peer deviation
1502,Rwanda,Air,Direct Drop,EXW,ARV,Adult,ASPEN PHARMACARE,Tenofovir Disoproxil Fumarate,2008,1609,27353.0,0.57,157.0,7922.24,50.4601,28.963,35319.0,0,True,S,12.3749,4.0776,1.4055,Freight/kg > 2x peer lane
1519,Vietnam,Air,Direct Drop,FCA,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,2008,100,18333.0,0.55,337.0,2535.4,7.5234,13.8297,20897.73,0,True,S,12.3749,0.608,0.4976,Peer deviation
1527,Nigeria,Air,Direct Drop,EXW,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",2008,10000,270000.0,1.35,3336.0,28002.75,8.3941,10.3714,298434.75,0,True,XL,5.2536,1.5978,0.4686,Peer deviation
1529,Rwanda,Air,Direct Drop,CIP,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir,2008,1099,30222.5,0.46,113.0,1511.25,13.3739,5.0004,31782.11,0,True,S,12.3749,1.0807,0.0776,Peer deviation
